,表示用,,,,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,8時間,,短時間,,,,許容濃度,,最大許容濃度,,,,,TWA,,STEL,,C,,,,,MAK,,Peak lim,,,,,,,,,水溶解度,,蒸気圧,,,,,,特化則,特化則,特化則,特化則,有機則,有機則,有機則,鉛則,四アルキル鉛中毒予防規則
CAS RN,Text,日本語名称,英語名称,GHS分類結果_ID,爆発物,可燃性ガス,エアゾール,酸化性ガス,高圧ガス,引火性液体,可燃性固体,自己反応性化学品,自然発火性液体,自然発火性固体,自己発熱性化学品,水反応可燃性化学品,酸化性液体,酸化性固体,有機過酸化物,金属腐食性化学品,鈍性化爆発物,急性毒性（経口）,急性毒性（経皮）,急性毒性（吸入：ガス）,急性毒性（吸入：蒸気）,急性毒性（吸入：粉塵、ミスト）,皮膚腐食性／刺激性,眼に対する重篤な損傷性／眼刺激性,呼吸器感作性,皮膚感作性,生殖細胞変異原性,発がん性,生殖毒性,特定標的臓器毒性（単回暴露）,特定標的臓器毒性（反復暴露）,誤えん有害性,水生環境有害性　短期（急性）,水生環境有害性　長期（慢性）,オゾン層への有害性,詳細情報（NITE HP　GHS分類結果）,モデルラベル掲載ページURL,モデルＳＤＳ掲載ページURL,ppm,mg/m3,ppm,mg/m3,備考,年度,ppm,mg/m3,ppm,mg/m3,備考,皮膚吸収,提案年度,ppm,mg/m3,ppm,mg/m3,ppm,mg/m3,備考,Skin,ドキュメンテーション採用年,ppm,mg/m3,ppm,mg/m3,備考,ドキュメンテーション採用年,"性状
液体:1、固体:2、気体:3",分子量,沸点,水／オクタノール分配係数（logKow）,引火点,値,単位,値,単位,皮膚等障害化学物質,がん原性物質,濃度基準値設定物質,皮膚等障害化学物質の裾切値,第１類,第２類,第３類,裾切,第１類,第２類,第３類,,
27605-76-1,３－アリルオキシ－１，２－ベンゾイソチアゾール＝１，１－ジオキシド（別名：プロベナゾール）,３－アリルオキシ－１，２－ベンゾイソチアゾール＝１，１－ジオキシド（別名：プロベナゾール）,"3-Allyloxy-1,2-benzoisothiazole 1,1-dioxide; Probenazole",m-nite-27605-76-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-27605-76-1.html,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.25,,,,,,,,,,,,,,,,,,,,
27636-75-5,ウンデシルベンゼンスルホン酸ナトリウム（C11）,ウンデシルベンゼンスルホン酸ナトリウム（C11）,Sodium undecylbenzenesulfonate (C11),m-nite-27636-75-5,,,,,,,,,,,,,,,,,,4,,,,,2,2A,,,,,,,,,2,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-27636-75-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab27636-75-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/27636-75-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2.51,,56,mg/L,,,,,,,,,,,,,,,
27858-07-7,八臭化ビフェニル【ポリ臭化ビフェニル】,八臭化ビフェニル【ポリ臭化ビフェニル】,Octabromobiphenyl (Polybrominated biphenyl),m-nite-27858-07-7,,,,,,,,,,,,,,,,,,4,,,,,2,2B,,,,1B,2,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-27858-07-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab27858-07-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/27858-07-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,5.5,,0.00035,mg/L,,,,1,,,,,,,,,,,
27949-52-6,ブチル-S-ベンジル-S-エチルジチオホスフェイト,ブチル-S-ベンジル-S-エチルジチオホスフェイト,O-butyl S-benzyl S-ethyl Phosphorodithioate,m-nite-27949-52-6,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-27949-52-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab27949-52-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/27949-52-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,304.41,,4.36,,2,mg/L,0.00000263,mmHg,,,,,,,,,,,,,
27955-94-8,"1,1,1‐トリス（4‐ヒドロキシフェニル）エタン","1,1,1‐トリス（4‐ヒドロキシフェニル）エタン","4,4',4''-(ethan-1,1,1-triyl)triphenol",m-nite-27955-94-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-27955-94-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab27955-94-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/27955-94-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,306.36,,4.38,,8,mg/L,,,,,,,,,,,,,,,
28159-98-0,"2-tert-ブチルアミノ-4-シクロプロピルアミノ-6-メチルチオ-1,3,5-トリアジン","2-tert-ブチルアミノ-4-シクロプロピルアミノ-6-メチルチオ-1,3,5-トリアジン","2-tert-Butylamino-4-cyclopropylamino-6-methylthio-1,3,5-triazine",m-nite-28159-98-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28159-98-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28159-98-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28159-98-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,253.37,,3.9,,,,,,,,,,,,,,,,,,
28249-77-6,"N,N-ジエチルチオカルバミン酸S-4-クロロベンジル (別名チオベンカルブ)","N,N-ジエチルチオカルバミン酸S-4-クロロベンジル (別名チオベンカルブ)","S-4-chlorobenzyl N,N-diethylthiocarbamate [Thiobencarb]",m-nite-28249-77-6,,,,,,,,,,,,,,,,,,4,,,,,,,,,2,,2,2,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28249-77-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28249-77-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28249-77-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,257.78,153.3,3.4,,28,mg/L,0.000022,mmHg,,,,,,,,,,,,,
28300-74-5,酒石酸アンチモニルカリウム (三水和物),酒石酸アンチモニルカリウム (三水和物),"Antimony potassium tartrate, trihydrate",m-nite-28300-74-5,,,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,3,2,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28300-74-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28300-74-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28300-74-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,667.88,,-4.21,,83,g/L,,,,,,,,,,,,,,,
28348-61-0,テトラデシルベンゼンスルホン酸ナトリウム（C14）,テトラデシルベンゼンスルホン酸ナトリウム（C14）,Sodium tetradecylbenzenesulphonate (C14),m-nite-28348-61-0,,,,,,,,,,,,,,,,,,4,,,,,2,2B,,,,,,,,,1,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28348-61-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28348-61-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28348-61-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.98,,2,mg/L,,,,,,,,,,,,,,,
28407-37-6,"3,3'‐［（3,3'‐ジメトキシ‐1,1'‐ビフェニル‐4,4'‐ジイル）ビス（アゾ）］ビス（5‐アミノ‐4‐ヒドロキシ‐2,7‐ナフタレンジスルホン酸）二銅（II）四ナトリウム（別名CIダイレクトブルー218）","3,3'‐［（3,3'‐ジメトキシ‐1,1'‐ビフェニル‐4,4'‐ジイル）ビス（アゾ）］ビス（5‐アミノ‐4‐ヒドロキシ‐2,7‐ナフタレンジスルホン酸）二銅（II）四ナトリウム（別名CIダイレクトブルー218）","Tetrasodium 3,3'-[(3,3'-dimethoxy-1,1'-biphenyl-4,4'-diyl)bis(azo)]bis(5-amino-4-hydroxy-2,7-naphthalenedisulfonato)dicuprate(II); C.I. Direct Blue 218",m-nite-28407-37-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28407-37-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-28407-37-6.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-28407-37-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,-0.77,,0.285,mg/L,,,,1,,,,,,,,,,,
28434-01-7,"（1R,3R）‐2,2‐ジメチル‐3‐（2‐メチル‐1‐プロペニル）シクロプロパンカルボン酸（5‐フェニルメチル‐3‐フラニル）メチル（別名バイオレスメトリン、ビオレスメトリン）","（1R,3R）‐2,2‐ジメチル‐3‐（2‐メチル‐1‐プロペニル）シクロプロパンカルボン酸（5‐フェニルメチル‐3‐フラニル）メチル（別名バイオレスメトリン、ビオレスメトリン）","bioresmethrin; (5-bezylfur-3-yl)methyl(1R)-trans-2,2-dimethyl-3-(2-methylpropenyl)cyclopropanecarboylate",m-nite-28434-01-7,,,,,,4,,,,,,,,,,,,4,,,,,,,,,2,,1B,3,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28434-01-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28434-01-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28434-01-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,338.44,,4.79,92,,,10,Pa,,,,,,,,,,,,,
28434-86-8,"4,4'-オキシビス（2-クロロアニリン）","4,4'-オキシビス（2-クロロアニリン）","3,3'-Dichloro-4,4'-diaminodiphenyl ether",m-nite-28434-86-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28434-86-8.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0685.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,269.13,,,,,,,,,,,,,,,,,,,,
28519-02-0,ドデシルジフェニルオキシドジスルホン酸ナトリウム,ドデシルジフェニルオキシドジスルホン酸ナトリウム,Sodium dodecyldiphenyloxidesulfonate,m-nite-28519-02-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28519-02-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28519-02-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28519-02-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28553-12-0,フタル酸ジイソノニル (DINP)（別名：フタル酸ジノニル）,フタル酸ジイソノニル (DINP)（別名：フタル酸ジノニル）,Diisononyl phthalate (DINP); Dinonyl phthalate,m-nite-28553-12-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28553-12-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28553-12-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28553-12-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,418.62,253,9.7,240,0.1,mg/L,0.01,Pa,,,,,,,,,,,,,
28699-88-9,ジクロロナフタレン,ジクロロナフタレン,Dichloronaphthalene,m-nite-28699-88-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-28699-88-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab28699-88-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/28699-88-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.42,,0.136,mg/L,,,,,,,,,,,,,,,
29082-74-4,オクタクロロスチレン,オクタクロロスチレン,Octachlorostyrene,m-nite-29082-74-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29082-74-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29082-74-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29082-74-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,379.71,350,6.29,,0.0017,mg/L,0.000013,mmHg,,,,,,,,,,,,,
29171-20-8,"3,7-ジメチル-6-オクテン-1-イン-3-オール　（別名：デヒドロ-β-リナロール）","3,7-ジメチル-6-オクテン-1-イン-3-オール　（別名：デヒドロ-β-リナロール）","3,7-Dimethyl-6-octen-1-yn-3-ol; Dehydro-beta-linalool",m-nite-29171-20-8,,,,,,4,,,,,,,,,,,,,,,,,,2A,,,,,2,,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29171-20-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29171-20-8.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29171-20-8.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,152.23,198,2.61,85,2,g/L,0.01112,kPa,,,,,,,,,,,,,
29232-93-7,"O‐2‐ジエチルアミノ‐6‐メチルピリミジン‐4‐イル O,O‐ジメチル ホスホロチオアート（別名ピリミホス‐メチル）","O‐2‐ジエチルアミノ‐6‐メチルピリミジン‐4‐イル O,O‐ジメチル ホスホロチオアート（別名ピリミホス‐メチル）","O-2-(Diethylamino)-6-methylpyrimidin-4-yl O,O-dimethyl phosphorothioate (synonym: Pirimiphos-methy)",m-nite-29232-93-7,,,,,,,,,,,,,,,,,,4,,,,,2,2,,,,,,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29232-93-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29232-93-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29232-93-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,305.33,,4.2,46,9,mg/L,0.00000899,mmHg,,,,,,,,,,,,,
29570-58-9,ジペンタエリスリトールヘキサアクリレート,ジペンタエリスリトールヘキサアクリレート,Dipentaerythritol hexaacrylate,m-nite-29570-58-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29570-58-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29570-58-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29570-58-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,578.56,,,,,,,,,,,,,,,,,,,,
29590-42-9,アクリル酸イソオクチル,アクリル酸イソオクチル,Isooctyl acrylate,m-nite-29590-42-9,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29590-42-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29590-42-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29590-42-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184.28,196.8,3.93,91,12,mg/L,133.3,Pa,,,,,,,,,,,,,
29767-20-2,テニポシド,テニポシド,Teniposide,m-nite-29767-20-2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1B,2,2,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29767-20-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29767-20-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29767-20-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,656.65,,1.24,,6,mg/L,,,,1,,,,,,,,,,,
29911-28-2,ジプロピレングリコールブチルエーテル,ジプロピレングリコールブチルエーテル,Dipropylene glycol butyl ether,m-nite-29911-28-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29911-28-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29911-28-2.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29911-28-2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,190.28,230,1.5,111,5,g/100mL,6,Pa,,,,,,,,,,,,,
29935-35-1,ヘキサフルオロ砒酸リチウム,ヘキサフルオロ砒酸リチウム,Lithium hexafluoroarsenate,m-nite-29935-35-1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1A,2,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29935-35-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29935-35-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29935-35-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,280,,,390,g/L,,,,,,,,1,,1,,,,,
29973-13-5,2-エチルチオメチルフェニル-N-メチルカルバメート,2-エチルチオメチルフェニル-N-メチルカルバメート,ethiofencarb,m-nite-29973-13-5,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-29973-13-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab29973-13-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/29973-13-5.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,225.31,,2.04,123,1820,mg/L,,,,,,,,,,,,,,,
30171-80-3,2-｛［ジブロモ（メチル）フェノキシ］メチル｝オキシラン,2-｛［ジブロモ（メチル）フェノキシ］メチル｝オキシラン,2-{[Dibromo(methyl)phenoxy]methyl}oxirane,m-nite-30171-80-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30171-80-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab30171-80-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/30171-80-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
30516-87-1,"1‐［（2R, 4S, 5S）‐4‐アジド‐5‐（ヒドロキシメチル）オキソラン‐2‐イル］‐5‐メチルピリミジン‐2, 4‐ジオン　（別名ジドブジン）","1‐［（2R, 4S, 5S）‐4‐アジド‐5‐（ヒドロキシメチル）オキソラン‐2‐イル］‐5‐メチルピリミジン‐2, 4‐ジオン　（別名ジドブジン）","1-［(2R,4S,5S)-4-Azido-5-(hydroxymethyl)oxolan-2-yl］-5-methylpyrimidine-2,4-dione, (alias Zidovudine)",m-nite-30516-87-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30516-87-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab30516-87-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/30516-87-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0.05,,25,g/L,,,,,,,,,,,,,,,
30525-89-4,パラホルムアルデヒド,パラホルムアルデヒド,Paraformaldehyde,m-nite-30525-89-4,,,,,,,2,,,,,,,,,,,4,,,,4,2,2A,,,,,,1,,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30525-89-4.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0962.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,70,,,0.2,kPa,,,,,,,,,,,,,
30560-19-1,"（RS）‐（O,S‐ジメチル＝アセチルホスホルアミドチオアート）（別名：アセフェート）","（RS）‐（O,S‐ジメチル＝アセチルホスホルアミドチオアート）（別名：アセフェート）","(RS)-O,S-Dimethyl acetylphosphoramidothioate (synonym: Acephate)",m-nite-30560-19-1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,1B,1,1,,3,3,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30560-19-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab30560-19-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/30560-19-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,183.16,,-0.89,,818,g/L,,,,,,,,,,,,,,,
30674-80-7,2-イソシアナトエチルメタクリラート,2-イソシアナトエチルメタクリラート,2-Isocyanatoethyl methacrylate,m-nite-30674-80-7,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30674-80-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab30674-80-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/30674-80-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,155.15126,211,1.72,97,2450,mg/L,0.35,mmHg,,,,,,,,,,,,,
30776-59-1,テトラデシルベンゼンスルホン酸（C14）,テトラデシルベンゼンスルホン酸（C14）,Tetradecylbenzenesulphonic acid (C14),m-nite-30776-59-1,,,,,,,,,,,,,,,,,,4,,,,,2,2B,,,,,,,,,1,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-30776-59-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab30776-59-1.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/30776-59-1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
31093-47-7,デシルベンゼンスルホン酸（C10）,デシルベンゼンスルホン酸（C10）,Decylbenzenesulfonic acid (C10),m-nite-31093-47-7,,,,,,,,,,,,,,,,,,4,,,,,2,2B,,,,,,,,,2,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31093-47-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab31093-47-7.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/31093-47-7.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
31218-83-4,Ｎ－エチル－Ｏ－（２－イソプロポキシカルボニル－１－メチルビニル）－Ｏ－メチルチオホスホルアミド (別名：プロペタンホス),Ｎ－エチル－Ｏ－（２－イソプロポキシカルボニル－１－メチルビニル）－Ｏ－メチルチオホスホルアミド (別名：プロペタンホス),isopropyl 3-[[(ethylamino)methoxyphosphinothioyl]oxy]crotonate; Propetamphos,m-nite-31218-83-4,,,,,,,,G,,,,,,,,,,3,3,,,3,,,,,,,2,1,1,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31218-83-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab31218-83-4.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/31218-83-4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,281.31,87,3.82,172,110,mg/L,0.000394,mmHg,,,,,,,,,,,,,
31242-93-0,塩素化ジフェニルオキシド,塩素化ジフェニルオキシド,o-Chlorinated diphenyl oxide,m-nite-31242-93-0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31242-93-0.html,-,https://anzeninfo.mhlw.go.jp/anzen/gmsds/0684.html,,,,,,,,,,,,,,,0.5,,,,,,,1990,,,,,,,1,,230,,,1000,mg/L,0.008,Pa,1,,,1,,,,,,,,,
31330-63-9,グアニルニトロサミノグアニリデンヒドラジン,グアニルニトロサミノグアニリデンヒドラジン,Guanylnitrosaminoguanylidene hydrazine,m-nite-31330-63-9,UnstableExplosive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31330-63-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/labcas-31330-63-9.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/cas-31330-63-9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
31732-71-5,"ビス（トリブチルスズ）=2,3-ジブロモスクシナート","ビス（トリブチルスズ）=2,3-ジブロモスクシナート","(R*,S*)-8,9-Dibromo-5,5,12,12-tetrabutyl-7,10-dioxo-6,11-dioxa-5,12-distannahexadecane",m-nite-31732-71-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31732-71-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab31732-71-5.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/31732-71-5.html,,,,,,,,,,,,,,,0.1,,0.2,,,"organic compounds, as Sn",Skin,1996,,,,,,,2,853.97,,,,,,,,,,,,,,,,,,,,
31895-21-3,５－ジメチルアミノ－１，２，３－トリチアン (別名：チオシクラム),５－ジメチルアミノ－１，２，３－トリチアン (別名：チオシクラム),"N,N-Dimethyl-1,2,3-trithian-5-amine; Thiocyclam",m-nite-31895-21-3,,,,,,,,,,,,,,,,,,3,,,,4,,,,,,,,1,2,,1,1,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-31895-21-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab31895-21-3.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/31895-21-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,181.33,,,,,,,,,,,,,,,,,,,,
32055-14-4,アニリン・ホルムアルデヒド・ホスゲン重合物,アニリン・ホルムアルデヒド・ホスゲン重合物,Polymer of aniline / formaldehyde / phosgene,m-nite-32055-14-4,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,,2,,1,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-32055-14-4.html,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
32210-23-4,４－ｔｅｒｔ－ブチルシクロヘキサン－１－イル＝アセタート,４－ｔｅｒｔ－ブチルシクロヘキサン－１－イル＝アセタート,4-tert-butylcyclohexan-1-yl acetate,m-nite-32210-23-4,,,,,,,,,,,,,,,,,,,,,,,,,,1B,,,,2,,,2,2,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-32210-23-4.html,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.3,,4.8,,,,,,1,,,1,,,,,,,,,
32241-08-0,ヘプタクロロナフタレン,ヘプタクロロナフタレン,Heptachloronaphthalene,m-nite-32241-08-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,https://www.chem-info.nite.go.jp/chem/ghs/m-nite-32241-08-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds_label/lab32241-08-0.html,https://anzeninfo.mhlw.go.jp/anzen/gmsds/32241-08-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8.3,,0.00004,mg/L,,,,,,,,,,,,,,,
